"TIME";"DESTINATION";"DESTINATION_PLANET";"CREDITS";"LOOT_TYPE";"LOOT"
"2018-11-04 23:21:01";"Rosalind";"Uranus";11000;"";""
"2018-11-04 23:07:02";"Monolith";"Phobos";7100;"resource";"Nano Spores (3,000x)"
"2018-11-04 22:35:02";"Elion";"Mercury";5300;"blueprint";"Excalibur Avalon Helmet"
"2018-11-04 22:33:02";"Linea";"Venus";4700;"miscellaneous";"80 ENDO"
"2018-11-04 22:23:01";"Calypso";"Saturn";10400;"";""
"2018-11-04 21:59:02";"Kappa";"Sedna";13400;"miscellaneous";"150 ENDO"
"2018-11-04 21:47:01";"Orias";"Europa";9500;"resource";"Nitain Extract"
"2018-11-04 21:37:01";"Casta";"Ceres";8000;"";""
"2018-11-04 21:12:01";"Thebe";"Jupiter";8900;"blueprint";"Revenant Vania Helmet"
"2018-11-04 21:10:01";"Hydra";"Pluto";12500;"";""
"2018-11-04 20:58:02";"Cervantes";"Earth";4100;"resource";"Circuits (1,500x)"
"2018-11-04 20:56:01";"Adrastea";"Jupiter";0;"resource";"Fieldron (3x)"
"2018-11-04 20:49:01";"Naeglar";"Eris";11900;"resource";"Control Module"
"2018-11-04 20:30:01";"Alator";"Mars";5900;"";""
"2018-11-04 20:26:01";"Ophelia";"Uranus";11600;"";""
"2018-11-04 20:21:02";"Hepit";"Void";6500;"resource";"Plastids (300x)"
"2018-11-04 19:47:01";"Montes";"Venus";5000;"blueprint";"Excalibur Mordred Helmet"
"2018-11-04 19:30:01";"Paimon";"Europa";9500;"";""
"2018-11-04 19:24:01";"Despina";"Neptune";12200;"";""
"2018-11-04 18:53:02";"Shklovsky";"Phobos";6200;"";""
"2018-11-04 18:47:01";"Hydra";"Pluto";13100;"blueprint";"Octavia Cadenza Helmet"
"2018-11-04 18:38:01";"Marid";"Sedna";13400;"aura";"Sprint Boost"
"2018-11-04 18:36:01";"Solium";"Eris";13700;"";""
"2018-11-04 18:27:01";"Calypso";"Saturn";10100;"";""
"2018-11-04 18:02:01";"Io";"Jupiter";0;"resource";"Mutagen Mass"
"2018-11-04 17:51:01";"Linea";"Venus";4400;"miscellaneous";"80 ENDO"
"2018-11-04 17:45:02";"Galilea";"Jupiter";8300;"blueprint";"Hydroid Triton Helmet"
"2018-11-04 17:35:01";"Mantle";"Earth";3800;"resource";"Neurodes"
"2018-11-04 17:29:01";"Larissa";"Neptune";11600;"";""
"2018-11-04 16:59:01";"Acheron";"Pluto";13400;"miscellaneous";"150 ENDO"
"2018-11-04 16:45:01";"Desdemona";"Uranus";11000;"resource";"Nitain Extract"
"2018-11-04 16:30:01";"Draco";"Ceres";7700;"miscellaneous";"Hammer Shot"
"2018-11-04 16:18:01";"Kappa";"Sedna";13100;"miscellaneous";"150 ENDO"
"2018-11-04 15:58:02";"Rhea";"Saturn";9500;"";""
"2018-11-04 15:51:02";"Nimus";"Eris";13700;"";""
"2018-11-04 15:42:01";"Aten";"Void";15200;"blueprint";"Fragor Brokk Skin"
"2018-11-04 15:02:01";"Ose";"Europa";8900;"miscellaneous";"100 ENDO"
"2018-11-04 14:55:01";"M Prime";"Mercury";5300;"";""
"2018-11-04 14:34:01";"Olympus";"Mars";6500;"blueprint";"Limbo Magrite Helmet"
"2018-11-04 14:15:01";"Aphrodite";"Venus";4700;"";""
"2018-11-04 14:12:01";"Eurasia";"Earth";4100;"resource";"Plastids (300x)"
"2018-11-04 14:11:01";"Io";"Jupiter";7700;"";""
"2018-11-04 14:02:01";"Psamathe";"Neptune";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-04 13:55:01";"Naga";"Sedna";12200;"miscellaneous";"Wildfire"
"2018-11-04 13:31:01";"Keeler";"Saturn";10100;"blueprint";"Frost Aurora Helmet"
"2018-11-04 13:25:01";"Desdemona";"Uranus";11000;"miscellaneous";"150 ENDO"
"2018-11-04 13:08:01";"Lex";"Ceres";7400;"resource";"Tellurium"
"2018-11-04 12:48:01";"Larissa";"Neptune";12200;"";""
"2018-11-04 12:28:02";"Oceanum";"Pluto";0;"resource";"Karak Wraith Barrel"
"2018-11-04 12:13:01";"Caloris";"Mercury";5000;"";""
"2018-11-04 12:07:01";"Mot";"Void";15800;"resource";"Void Traces (20x)"
"2018-11-04 11:58:01";"Nereid";"Neptune";0;"resource";"Mutagen Mass (2x)"
"2018-11-04 11:33:01";"Sharpless";"Phobos";6500;"resource";"Gallium"
"2018-11-04 11:22:02";"Thebe";"Jupiter";8900;"resource";"Nitain Extract"
"2018-11-04 11:08:01";"Martialis";"Mars";6500;"miscellaneous";"80 ENDO"
"2018-11-04 11:04:01";"Ose";"Europa";8900;"";""
"2018-11-04 10:40:01";"Linea";"Venus";5000;"resource";"Alloy Plate (1,500x)"
"2018-11-04 10:37:01";"Desdemona";"Uranus";11300;"blueprint";"Heat Dagger"
"2018-11-04 10:17:01";"Lith";"Earth";3500;"blueprint";"Nyx Menticide Helmet"
"2018-11-04 10:10:01";"Casta";"Ceres";6500;"resource";"Neurodes"
"2018-11-04 10:08:01";"Nereid";"Neptune";12200;"";""
"2018-11-04 09:27:01";"M Prime";"Mercury";5600;"miscellaneous";"80 ENDO"
"2018-11-04 09:22:01";"Fossa";"Venus";0;"resource";"Fieldron (3x)"
"2018-11-04 09:20:01";"Stribog";"Void";8900;"blueprint";"Banshee Chorus Helmet"
"2018-11-04 09:16:01";"Minthe";"Pluto";13100;"";""
"2018-11-04 08:40:01";"Stickney";"Phobos";7100;"";""
"2018-11-04 08:30:01";"Montes";"Venus";4700;"miscellaneous";"80 ENDO"
"2018-11-04 08:18:01";"Ares";"Mars";5600;"";""
"2018-11-04 07:54:02";"Adaro";"Sedna";12800;"resource";"Circuits (1,500x)"
"2018-11-04 07:49:02";"Ariel";"Uranus";10400;"miscellaneous";"150 ENDO"
"2018-11-04 07:30:01";"Xini";"Eris";12800;"miscellaneous";"150 ENDO"
"2018-11-04 07:29:01";"Eurasia";"Earth";4100;"";""
"2018-11-04 07:12:01";"Aphrodite";"Venus";0;"resource";"Mutagen Mass"
"2018-11-04 07:02:02";"Morax";"Europa";8900;"blueprint";"Heat Sword"
"2018-11-04 06:58:01";"Triton";"Neptune";11600;"resource";"Salvage (300x)"
"2018-11-04 06:48:01";"Kiste";"Ceres";6800;"resource";"Nitain Extract"
"2018-11-04 06:26:02";"Galilea";"Jupiter";8600;"";""
"2018-11-04 06:12:01";"Acheron";"Pluto";13700;"";""
"2018-11-04 05:53:01";"Boethius";"Mercury";5900;"";""
"2018-11-04 05:21:01";"Kappa";"Sedna";13100;"";""
"2018-11-04 05:16:01";"Skyresh";"Phobos";7100;"resource";"Orokin Cell"
"2018-11-04 05:00:01";"Proteus";"Neptune";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-04 04:59:01";"Pacific";"Earth";4700;"";""
"2018-11-04 04:38:01";"Triton";"Neptune";11900;"";""
"2018-11-04 04:21:01";"Cressida";"Uranus";11600;"";""
"2018-11-04 04:13:01";"Xini";"Eris";13400;"resource";"Alloy Plate (1,500x)"
"2018-11-04 04:10:01";"Olympus";"Mars";6500;"";""
"2018-11-04 03:41:01";"Hydra";"Pluto";12500;"blueprint";"Oberon Oryx Helmet"
"2018-11-04 03:18:02";"Stickney";"Phobos";7100;"blueprint";"Saryn Chlora Helmet"
"2018-11-04 03:17:01";"Thon";"Ceres";7700;"";""
"2018-11-04 03:16:02";"Sao";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-04 02:58:01";"Kelpie";"Sedna";14300;"miscellaneous";"150 ENDO"
"2018-11-04 02:43:02";"Linea";"Venus";4400;"miscellaneous";"80 ENDO"
"2018-11-04 02:36:02";"Caloris";"Mercury";4700;"blueprint";"Volt Storm Helmet"
"2018-11-04 02:12:01";"Ukko";"Void";13100;"aura";"Infested Impedance"
"2018-11-04 02:06:01";"Helene";"Saturn";10100;"";""
"2018-11-04 01:55:01";"Cressida";"Uranus";11000;"miscellaneous";"150 ENDO"
"2018-11-04 01:34:01";"Martialis";"Mars";6200;"blueprint";"Nova Flux Helmet"
"2018-11-04 01:34:01";"Oestrus";"Eris";14300;"blueprint";"Vauban Systems"
"2018-11-04 01:26:01";"Acheron";"Pluto";13400;"resource";"Nitain Extract"
"2018-11-04 01:21:02";"Triton";"Neptune";11600;"";""
"2018-11-04 00:43:01";"Lex";"Ceres";7400;"blueprint";"Mag Coil Helmet"
"2018-11-04 00:27:01";"Boethius";"Mercury";5900;"";""
"2018-11-04 00:11:01";"Unda";"Venus";4700;"resource";"Nano Spores (3,000x)"
"2018-11-04 00:03:01";"Sharpless";"Phobos";6500;"blueprint";"Loki Essence Helmet"
"2018-11-03 23:41:01";"Sycorax";"Uranus";10100;"aura";"Rifle Amp"
"2018-11-03 23:24:01";"Marid";"Sedna";14300;"";""
"2018-11-03 23:21:01";"Adrastea";"Jupiter";8600;"";""
"2018-11-03 23:00:01";"Larissa";"Neptune";11900;"blueprint";"Pangolin Sword"
"2018-11-03 22:42:02";"Minthe";"Pluto";12200;"miscellaneous";"150 ENDO"
"2018-11-03 22:31:01";"Keeler";"Saturn";9800;"";""
"2018-11-03 22:21:01";"Enceladus";"Saturn";0;"resource";"Snipetron Vandal Barrel"
"2018-11-03 22:12:01";"Isos";"Eris";12800;"";""
"2018-11-03 21:31:01";"M Prime";"Mercury";5300;"resource";"Tellurium"
"2018-11-03 21:15:01";"Syrtis";"Mars";6200;"miscellaneous";"80 ENDO"
"2018-11-03 21:13:01";"Linea";"Venus";4700;"miscellaneous";"80 ENDO"
"2018-11-03 21:06:01";"Stribog";"Void";9800;"resource";"Void Traces (20x)"
"2018-11-03 20:53:01";"Rosalind";"Uranus";11000;"blueprint";"Banshee Reverb Helmet"
"2018-11-03 20:29:01";"Hydron";"Sedna";12200;"miscellaneous";"150 ENDO"
"2018-11-03 20:26:01";"Rusalka";"Sedna";0;"resource";"Mutagen Mass (2x)"
"2018-11-03 20:19:01";"Baal";"Europa";9500;"";""
"2018-11-03 20:15:02";"Adrastea";"Jupiter";8600;"resource";"Nitain Extract"
"2018-11-03 19:51:01";"Acheron";"Pluto";13700;"";""
"2018-11-03 19:22:01";"Boethius";"Mercury";5900;"aura";"Sniper Scavenger"
"2018-11-03 19:13:02";"Cervantes";"Earth";4700;"blueprint";"Fragor Brokk Skin"
"2018-11-03 19:03:01";"Pallas";"Ceres";6500;"miscellaneous";"100 ENDO"
"2018-11-03 18:58:01";"Ukko";"Void";12200;"resource";"Gallium"
"2018-11-03 18:46:01";"Isos";"Eris";13100;"";""
"2018-11-03 18:37:01";"Sharpless";"Phobos";6500;"blueprint";"Vauban Systems"
"2018-11-03 18:22:01";"Koro";"Kuva Fortress";12200;"resource";"Synthula (5x)"
"2018-11-03 18:08:01";"Anthe";"Saturn";9800;"";""
"2018-11-03 17:51:01";"Paimon";"Europa";9200;"";""
"2018-11-03 17:39:01";"Outer Terminus";"Pluto";0;"resource";"Twin Vipers Wraith Link"
"2018-11-03 17:36:02";"Syrtis";"Mars";6500;"miscellaneous";"80 ENDO"
"2018-11-03 17:35:01";"Naga";"Sedna";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-03 17:04:02";"Kappa";"Sedna";13400;"miscellaneous";"150 ENDO"
"2018-11-03 16:52:02";"Metis";"Jupiter";7400;"blueprint";"Titania Aurai Helmet"
"2018-11-03 16:29:01";"Linea";"Venus";5000;"";""
"2018-11-03 16:14:01";"Everest";"Earth";4700;"resource";"Circuits (1,500x)"
"2018-11-03 15:57:01";"Tiwaz";"Void";10400;"resource";"Nano Spores (3,000x)"
"2018-11-03 15:46:34";"Narcissus";"Pluto";0;"resource";"Orokin Catalyst Blueprint"
"2018-11-03 15:37:02";"Brugia";"Eris";13700;"";""
"2018-11-03 15:29:02";"Kiste";"Ceres";7100;"";""
"2018-11-03 15:23:01";"Cassini";"Saturn";9200;"blueprint";"Pangolin Sword"
"2018-11-03 15:18:01";"Adaro";"Sedna";0;"resource";"Detonite Injector (3x)"
"2018-11-03 14:54:01";"Outer Terminus";"Pluto";12800;"resource";"Nitain Extract"
"2018-11-03 14:50:01";"Valefor";"Europa";9200;"";""
"2018-11-03 14:26:01";"Galatea";"Neptune";11300;"";""
"2018-11-03 14:02:01";"Aphrodite";"Venus";5000;"";""
"2018-11-03 13:58:01";"Thebe";"Jupiter";8600;"resource";"Neural Sensors"
"2018-11-03 13:43:02";"Cervantes";"Earth";4400;"";""
"2018-11-03 13:31:02";"Vallis";"Mars";0;"resource";"Mutagen Mass"
"2018-11-03 13:31:01";"Ares";"Mars";0;"resource";"Mutagen Mass"
"2018-11-03 13:31:01";"War";"Mars";0;"resource";"Detonite Injector (3x)"
"2018-11-03 13:15:01";"Marid";"Sedna";14300;"";""
"2018-11-03 12:52:02";"Monolith";"Phobos";7100;"miscellaneous";"100 ENDO"
"2018-11-03 12:46:01";"Kala-azar";"Eris";11900;"blueprint";"Heat Dagger"
"2018-11-03 12:35:02";"Tiwaz";"Void";9800;"resource";"Void Traces (20x)"
"2018-11-03 12:09:01";"Oceanum";"Pluto";13400;"";""
"2018-11-03 11:58:02";"Nuovo";"Ceres";7100;"aura";"Pistol Scavenger"
"2018-11-03 11:32:01";"Montes";"Venus";4400;"miscellaneous";"80 ENDO"
"2018-11-03 11:25:01";"Metis";"Jupiter";7700;"";""
"2018-11-03 11:13:01";"Martialis";"Mars";0;"resource";"Detonite Injector (3x)"
"2018-11-03 11:10:02";"Ose";"Europa";8300;"miscellaneous";"100 ENDO"
"2018-11-03 10:51:02";"Cressida";"Uranus";11300;"miscellaneous";"Focus Energy"
"2018-11-03 10:23:02";"Monolith";"Phobos";7100;"";""
"2018-11-03 10:19:01";"Sao";"Neptune";11900;"resource";"Rubedo (450x)"
"2018-11-03 10:13:01";"Xini";"Eris";13700;"miscellaneous";"150 ENDO"
"2018-11-03 09:59:01";"Ares";"Mars";5900;"blueprint";"Glaive"
"2018-11-03 09:46:01";"Selkie";"Sedna";12800;"";""
"2018-11-03 09:24:01";"Suisei";"Mercury";5300;"resource";"Nitain Extract"
"2018-11-03 09:16:01";"Linea";"Venus";4400;"miscellaneous";"80 ENDO"
"2018-11-03 09:06:01";"Rhea";"Saturn";10100;"";""
"2018-11-03 08:42:01";"Paimon";"Europa";8600;"resource";"Control Module"
"2018-11-03 08:35:02";"Shklovsky";"Phobos";0;"resource";"Fieldron (3x)"
"2018-11-03 08:18:01";"Stickney";"Phobos";6200;"aura";"Steel Charge"
"2018-11-03 08:15:01";"Ludi";"Ceres";7700;"miscellaneous";"100 ENDO"
"2018-11-03 07:50:02";"Mantle";"Earth";4100;"";""
"2018-11-03 07:38:01";"Outer Terminus";"Pluto";13400;"resource";"Circuits (1,500x)"
"2018-11-03 07:25:01";"Syrtis";"Mars";6800;"miscellaneous";"80 ENDO"
"2018-11-03 07:08:01";"Lares";"Mercury";5900;"";""
"2018-11-03 06:49:02";"Tiwaz";"Void";9200;"resource";"Void Traces (20x)"
"2018-11-03 06:36:02";"Isos";"Eris";13400;"resource";"Orokin Cell"
"2018-11-03 06:34:02";"Ophelia";"Uranus";11300;"aura";"Corrosive Projection"
"2018-11-03 05:53:01";"Helene";"Saturn";9200;"miscellaneous";"100 ENDO"
"2018-11-03 05:48:01";"Lex";"Ceres";7400;"";""
"2018-11-03 05:46:01";"Marid";"Sedna";14000;"blueprint";"Ceramic Dagger"
"2018-11-03 05:28:01";"Cytherean";"Venus";4100;"blueprint";"Orokin Catalyst"
"2018-11-03 05:20:01";"Oceanum";"Pluto";12800;"";""
"2018-11-03 04:33:01";"Galatea";"Neptune";11300;"";""
"2018-11-03 04:30:01";"Tiwaz";"Void";9800;"blueprint";"Plasma Sword"
"2018-11-03 04:21:02";"M Prime";"Mercury";5300;"";""
"2018-11-03 04:06:01";"Stickney";"Phobos";5900;"resource";"Nitain Extract"
"2018-11-03 03:40:01";"Nuovo";"Ceres";7100;"resource";"Morphics"
"2018-11-03 03:33:02";"Naeglar";"Eris";12200;"";""
"2018-11-03 03:28:02";"Anthe";"Saturn";9800;"";""
"2018-11-03 02:52:01";"Adrastea";"Jupiter";8600;"miscellaneous";"Seeking Fury"
"2018-11-03 02:35:02";"Cytherean";"Venus";5000;"";""
"2018-11-03 02:35:01";"Acheron";"Pluto";13400;"miscellaneous";"150 ENDO"
"2018-11-03 01:52:02";"Kelpie";"Sedna";14300;"miscellaneous";"Ice Storm"
"2018-11-03 01:49:01";"Caliban";"Uranus";10400;"";""
"2018-11-03 01:32:02";"Nereid";"Neptune";11900;"resource";"Argon Crystal"
"2018-11-03 01:29:01";"Ultor";"Mars";6800;"";""
"2018-11-03 00:57:02";"Erpo";"Earth";3200;"miscellaneous";"80 ENDO"
"2018-11-03 00:32:01";"Xini";"Eris";12500;"resource";"Oxium (300x)"
"2018-11-03 00:28:01";"Regna";"Pluto";14000;"";""
"2018-11-03 00:15:01";"Lares";"Mercury";5300;"";""
"2018-11-03 00:08:01";"Casta";"Ceres";7400;"blueprint";"Vauban Armistice Helmet"
"2018-11-02 23:51:01";"Elara";"Jupiter";8300;"";""
"2018-11-02 23:43:01";"Paimon";"Europa";9500;"blueprint";"Frost Aurora Helmet"
"2018-11-02 23:08:01";"Caliban";"Uranus";10400;"miscellaneous";"150 ENDO"
"2018-11-02 23:00:01";"Naga";"Sedna";11900;"";""
"2018-11-02 22:40:02";"Shklovsky";"Phobos";6500;"resource";"Nitain Extract"
"2018-11-02 22:36:01";"Linea";"Venus";4700;"resource";"Orokin Cell"
"2018-11-02 22:31:01";"Brugia";"Eris";12800;"blueprint";"Trinity Aura Helmet"
"2018-11-02 22:09:01";"Mot";"Void";15500;"resource";"Void Traces (20x)"
"2018-11-02 21:55:01";"Fossa";"Venus";0;"resource";"Mutagen Mass"
"2018-11-02 21:51:01";"Ares";"Mars";5900;"";""
"2018-11-02 21:30:01";"Galatea";"Neptune";11300;"";""
"2018-11-02 21:26:02";"Valac";"Europa";8600;"blueprint";"Nekros Shroud Helmet"
"2018-11-02 21:10:01";"Lex";"Ceres";7700;"miscellaneous";"100 ENDO"
"2018-11-02 20:49:02";"Adaro";"Sedna";13400;"miscellaneous";"150 ENDO"
"2018-11-02 20:44:02";"Io";"Jupiter";8900;"blueprint";"Ember Backdraft Helmet"
"2018-11-02 20:39:01";"Kala-azar";"Eris";14300;"miscellaneous";"150 ENDO"
"2018-11-02 20:36:02";"Aphrodite";"Venus";0;"resource";"Fieldron (3x)"
"2018-11-02 20:16:01";"Psamathe";"Neptune";0;"resource";"Mutagen Mass (2x)"
"2018-11-02 20:13:01";"Teshub";"Void";7100;"resource";"Void Traces (20x)"
"2018-11-02 20:09:02";"Caliban";"Uranus";10700;"miscellaneous";"150 ENDO"
"2018-11-02 19:48:02";"Suisei";"Mercury";5600;"blueprint";"Pangolin Sword"
"2018-11-02 19:34:01";"Telesto";"Saturn";9800;"miscellaneous";"Kubrow Egg"
"2018-11-02 19:30:01";"Everest";"Earth";4400;"miscellaneous";"80 ENDO"
"2018-11-02 18:53:02";"Shklovsky";"Phobos";6500;"";""
"2018-11-02 18:41:02";"Laomedeia";"Neptune";0;"resource";"Mutagen Mass (2x)"
"2018-11-02 18:41:01";"Despina";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-02 18:41:01";"Proteus";"Neptune";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-02 18:36:02";"Kokabiel";"Europa";9500;"";""
"2018-11-02 18:30:01";"Naga";"Sedna";12800;"blueprint";"Dark Sword"
"2018-11-02 18:00:01";"Cytherean";"Venus";3800;"resource";"Nitain Extract"
"2018-11-02 17:53:01";"Cinxia";"Ceres";8000;"miscellaneous";"Hammer Shot"
"2018-11-02 17:46:01";"Outer Terminus";"Pluto";14000;"";""
"2018-11-02 17:16:01";"Tiwaz";"Void";9200;"resource";"Void Traces (20x)"
"2018-11-02 17:12:02";"Sao";"Neptune";0;"resource";"Mutagen Mass (2x)"
"2018-11-02 17:03:02";"Isos";"Eris";13100;"miscellaneous";"150 ENDO"
"2018-11-02 16:51:01";"Enceladus";"Saturn";10100;"blueprint";"Mag Coil Helmet"
"2018-11-02 16:39:01";"Cressida";"Uranus";11000;"miscellaneous";"150 ENDO"
"2018-11-02 16:36:01";"Amalthea";"Jupiter";8000;"blueprint";"Dark Dagger"
"2018-11-02 16:09:01";"Lares";"Mercury";6200;"blueprint";"Limbo Magrite Helmet"
"2018-11-02 15:56:01";"Mantle";"Earth";4100;"";""
"2018-11-02 15:44:01";"Martialis";"Mars";6200;"resource";"Orokin Cell"
"2018-11-02 15:26:01";"Sao";"Neptune";11900;"miscellaneous";"150 ENDO"
"2018-11-02 15:20:01";"Berehynia";"Sedna";12500;"blueprint";"Dark Sword"
"2018-11-02 15:00:02";"Ludi";"Ceres";8000;"";""
"2018-11-02 14:53:02";"Xini";"Eris";14000;"miscellaneous";"Lethal Torrent"
"2018-11-02 14:26:02";"Enceladus";"Saturn";10100;"miscellaneous";"Shred"
"2018-11-02 14:16:01";"Ariel";"Uranus";10400;"";""
"2018-11-02 14:08:01";"Minthe";"Pluto";13100;"";""
"2018-11-02 13:44:02";"Mithra";"Void";14900;"resource";"Void Traces (20x)"
"2018-11-02 13:39:01";"Amalthea";"Jupiter";8300;"blueprint";"Equinox Clisthert Helm"
"2018-11-02 13:29:01";"Naga";"Sedna";12200;"resource";"Morphics"
"2018-11-02 13:21:01";"Lares";"Mercury";5000;"miscellaneous";"80 ENDO"
"2018-11-02 12:44:01";"Tessera";"Venus";5000;"";""
"2018-11-02 12:35:01";"Lith";"Earth";3200;"resource";"Nitain Extract"
"2018-11-02 12:33:01";"Paimon";"Europa";9800;"miscellaneous";"Constitution"
"2018-11-02 12:26:02";"Rhea";"Saturn";0;"resource";"Detonite Injector (3x)"
"2018-11-02 12:16:01";"Outer Terminus";"Pluto";13700;"blueprint";"Vauban Systems"
"2018-11-02 12:02:01";"Sycorax";"Uranus";10100;"miscellaneous";"150 ENDO"
"2018-11-02 12:00:02";"Helene";"Saturn";10700;"";""
"2018-11-02 11:27:01";"Isos";"Eris";12800;"miscellaneous";"150 ENDO"
"2018-11-02 11:12:01";"Bode";"Ceres";6500;"";""
"2018-11-02 10:41:01";"Syrtis";"Mars";5600;"resource";"Rubedo (450x)"
"2018-11-02 10:39:02";"Triton";"Neptune";11600;"miscellaneous";"Fortitude"
"2018-11-02 10:31:02";"Dione";"Saturn";0;"resource";"Detonite Injector (3x)"
"2018-11-02 10:31:01";"Anthe";"Saturn";0;"resource";"Detonite Injector (3x)"
"2018-11-02 10:20:02";"Kelpie";"Sedna";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-02 10:07:02";"Pacific";"Earth";4100;"blueprint";"Nezha Circa Helmet"
"2018-11-02 09:56:02";"Skyresh";"Phobos";7100;"";""
"2018-11-02 09:53:02";"Mithra";"Void";16100;"resource";"Void Traces (20x)"
"2018-11-02 09:23:01";"Rhea";"Saturn";9800;"";""
"2018-11-02 09:14:02";"Puck";"Uranus";11300;"resource";"Neural Sensors"
"2018-11-02 09:02:02";"Oceanum";"Pluto";13400;"";""
"2018-11-02 08:54:01";"Lares";"Mercury";5000;"miscellaneous";"80 ENDO"
"2018-11-02 08:33:02";"Solium";"Eris";14000;"resource";"Morphics"
"2018-11-02 08:26:02";"Charybdis";"Sedna";0;"resource";"Mutagen Mass (2x)"
"2018-11-02 08:26:02";"Marid";"Sedna";0;"resource";"Detonite Injector (3x)"
"2018-11-02 08:24:01";"Baal";"Europa";9500;"";""
"2018-11-02 08:09:02";"Telesto";"Saturn";0;"resource";"Mutagen Mass"
"2018-11-02 08:04:02";"Kelpie";"Sedna";14300;"";""
"2018-11-02 07:56:02";"Mantle";"Earth";3800;"";""
"2018-11-02 07:35:01";"Martialis";"Mars";5900;"resource";"Nitain Extract"
"2018-11-02 07:30:01";"Laomedeia";"Neptune";12200;"miscellaneous";"Blaze"
"2018-11-02 06:58:02";"Mot";"Void";15800;"resource";"Void Traces (20x)"
"2018-11-02 06:36:01";"Selkie";"Sedna";0;"resource";"Detonite Injector (3x)"
"2018-11-02 06:34:02";"Oceanum";"Pluto";13400;"resource";"Alloy Plate (1,500x)"
"2018-11-02 06:26:02";"Boethius";"Mercury";5900;"resource";"Argon Crystal"
"2018-11-02 06:10:01";"Nimus";"Eris";14600;"miscellaneous";"150 ENDO"
"2018-11-02 06:05:01";"Nuovo";"Ceres";7400;"resource";"Circuits (1,500x)"
"2018-11-02 05:51:01";"Kappa";"Sedna";0;"resource";"Detonite Injector (3x)"
"2018-11-02 05:30:01";"Cytherean";"Venus";4100;"";""
"2018-11-02 05:27:01";"Enceladus";"Saturn";9800;"";""
"2018-11-02 05:17:01";"Mantle";"Earth";4100;"resource";"Control Module"
"2018-11-02 05:16:01";"Adaro";"Sedna";0;"resource";"Mutagen Mass (2x)"
"2018-11-02 05:00:02";"Abaddon";"Europa";9800;"";""
"2018-11-02 04:33:02";"Ophelia";"Uranus";10700;"miscellaneous";"150 ENDO"
"2018-11-02 04:20:01";"Thebe";"Jupiter";8300;"aura";"Shield Disruption"
"2018-11-02 04:04:02";"Salacia";"Neptune";11900;"";""
"2018-11-02 03:57:01";"Palus";"Pluto";14300;"resource";"Plastids (300x)"
"2018-11-02 03:55:02";"Berehynia";"Sedna";0;"resource";"Mutagen Mass (2x)"
"2018-11-02 03:55:02";"Hydron";"Sedna";0;"resource";"Detonite Injector (3x)"
"2018-11-02 03:55:01";"Naga";"Sedna";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-02 03:37:02";"Charybdis";"Sedna";13700;"blueprint";"Excalibur Pendragon Helmet"
"2018-11-02 03:21:01";"Martialis";"Mars";5900;"";""
"2018-11-02 03:16:02";"V Prime";"Venus";4700;"blueprint";"Banshee Reverb Helmet"
"2018-11-02 03:16:01";"Bode";"Ceres";7100;"";""
"2018-11-02 03:01:02";"Mithra";"Void";15200;"resource";"Nano Spores (3,000x)"
"2018-11-02 03:00:01";"Hydra";"Pluto";0;"resource";"Sheev Blade"
"2018-11-02 01:48:01";"Laomedeia";"Neptune";12500;"resource";"Gallium"
"2018-11-02 01:40:01";"Unda";"Venus";4400;"blueprint";"Jaw Sword"
"2018-11-02 01:39:02";"Rosalind";"Uranus";11000;"";""
"2018-11-02 01:31:02";"Adrastea";"Jupiter";8600;"resource";"Salvage (300x)"
"2018-11-02 01:10:02";"Cypress";"Pluto";14300;"resource";"Circuits (1,500x)"
"2018-11-02 01:09:01";"Syrtis";"Mars";5600;"";""
"2018-11-02 01:08:01";"Rusalka";"Sedna";0;"resource";"Detonite Injector (3x)"
"2018-11-02 00:51:02";"Callisto";"Jupiter";0;"resource";"Mutagen Mass"
"2018-11-02 00:51:01";"Metis";"Jupiter";0;"resource";"Fieldron (3x)"
"2018-11-02 00:30:01";"Elion";"Mercury";5300;"";""
"2018-11-02 00:29:01";"Valac";"Europa";8300;"resource";"Polymer Bundle (300x)"
"2018-11-02 00:22:02";"Belenus";"Void";12200;"blueprint";"Nyx Vespa Helmet"
"2018-11-01 23:46:01";"Carpo";"Jupiter";8600;"resource";"Kavat Genetic Code (5x)"
"2018-11-01 23:45:02";"Skyresh";"Phobos";6800;"";""
"2018-11-01 23:39:02";"Ker";"Ceres";7400;"";""
"2018-11-01 23:19:02";"Cressida";"Uranus";11300;"miscellaneous";"Ice Storm"
"2018-11-01 23:16:01";"Hydron";"Sedna";11900;"miscellaneous";"150 ENDO"
"2018-11-01 22:47:01";"Nereid";"Neptune";11900;"blueprint";"Inaros Canopic Helmet"
"2018-11-01 22:40:01";"Abaddon";"Europa";9500;"miscellaneous";"100 ENDO"
"2018-11-01 22:31:01";"Ananke";"Jupiter";0;"resource";"Fieldron (3x)"
